,name,url,world_ranking,world_tour_ranking,age,birthdate,hand,place_of_birth,height,current_residence,language
30,CHANG Chia Hao,https://bwfbadminton.com/player/65578/chang-chia-hao,-,-,20,12/10/1999,N/A,Keelung Taiwan,165.00cm,165.00cm,Mandarin
31,CHANG Hsin Tien,https://bwfbadminton.com/player/87726/chang-hsin-tien,-,-,24,11/04/1996,Right Handed,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
32,CHANG Hao-Chao,https://bwfbadminton.com/player/65686/chang-hao-chao,-,-,20,10/08/2000,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
33,CHANG Hsuan-Chi,https://bwfbadminton.com/player/75364/chang-hsuan-chi,-,-,16,02/08/2004,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
34,CHANG Jung Ho,https://bwfbadminton.com/player/87764/chang-jung-ho,-,-,14,17/12/2005,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
35,CHANG Ta Ming,https://bwfbadminton.com/player/80614/chang-ta-ming,-,-,57,10/02/1963,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
36,CHANG Hsin Ping,https://bwfbadminton.com/player/68023/chang-hsin-ping,-,-,22,26/01/1998,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
37,CHANG Wen-Yen,https://bwfbadminton.com/player/94044/chang-wen-yen,-,-,17,24/04/2003,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
38,CHANG Wen Yuan,https://bwfbadminton.com/player/94229/chang-wen-yuan,-,-,22,28/12/1997,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
39,CHANG Ching Wen,https://bwfbadminton.com/player/82697/chang-ching-wen,-,-,17,01/03/2003,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
40,CHANG Hsin Hui,https://bwfbadminton.com/player/96483/chang-hsin-hui,-,-,22,15/06/1998,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
41,CHANG Yu Hsuan,https://bwfbadminton.com/player/77497/chang-yu-hsuan,-,-,21,17/07/1999,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
42,CHANG Fang-Tzu,https://bwfbadminton.com/player/91969/chang-fang-tzu,-,-,15,10/10/2004,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
43,CHANG Hsuan Yu,https://bwfbadminton.com/player/72323/chang-hsuan-yu,-,-,14,09/11/2005,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
44,CHANG Hsun-Yin,https://bwfbadminton.com/player/70103/chang-hsun-yin,-,-,15,28/08/2005,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
45,Hsuan Wen CHANG,https://bwfbadminton.com/player/98491/hsuan-wen-chang,-,-,24,30/06/1996,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
46,CHANG Ching-Sheng,https://bwfbadminton.com/player/72327/chang-ching-sheng,-,65,20,27/08/2000,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
47,CHANG Chia-Yao,https://bwfbadminton.com/player/58175/chang-chia-yao,-,-,19,07/11/2000,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
48,Yu Chen CHANG,https://bwfbadminton.com/player/70120/yu-chen-chang,-,-,24,06/07/1996,N/A,"Taipei, Taiwan",169.00cm,169.00cm,Mandarin
49,CHANG Ko-Chi,https://bwfbadminton.com/player/68681/chang-ko-chi,-,47,24,21/11/1995,Right Handed,Taiwan,182.00cm,182.00cm,Mandarin
50,Yuan  Shao CHAO,https://bwfbadminton.com/player/90033/yuan-shao-chao,-,-,24,09/07/1996,N/A,Taiwan,182.00cm,182.00cm,Mandarin
51,CHAO Ting-Yu,https://bwfbadminton.com/player/92722/chao-ting-yu,-,-,16,08/12/2003,N/A,Taiwan,182.00cm,182.00cm,Mandarin
52,Pin Chun CHAO,https://bwfbadminton.com/player/83798/pin-chun-chao,-,-,20,02/11/1999,N/A,Taiwan,182.00cm,182.00cm,Mandarin
53,CHAO Jia-You,https://bwfbadminton.com/player/91388/chao-jia-you,-,-,23,21/12/1996,N/A,Taiwan,182.00cm,182.00cm,Mandarin
54,CHAO Chun Ken,https://bwfbadminton.com/player/80044/chao-chun-ken,-,-,37,08/04/1983,N/A,Taiwan,182.00cm,182.00cm,Mandarin
55,CHAO Tzu-Chiao,https://bwfbadminton.com/player/82375/chao-tzu-chiao,-,-,17,30/07/2003,N/A,Taiwan,182.00cm,182.00cm,Mandarin
56,CHAO Ting Yi,https://bwfbadminton.com/player/80782/chao-ting-yi,-,-,17,10/08/2003,N/A,Taiwan,182.00cm,182.00cm,Mandarin
57,Pin Chi CHAO,https://bwfbadminton.com/player/89594/pin-chi-chao,-,-,23,24/05/1997,N/A,Taiwan,182.00cm,182.00cm,Mandarin
58,CHAO Po-Chun,https://bwfbadminton.com/player/64527/chao-po-chun,-,-,15,11/04/2005,N/A,Taiwan,182.00cm,182.00cm,Mandarin
59,CHAO Lei,https://bwfbadminton.com/player/94932/chao-lei,-,-,19,19/01/2001,N/A,Taiwan,182.00cm,182.00cm,Mandarin
60,CHAO Jen Wei,https://bwfbadminton.com/player/76326/chao-jen-wei,-,-,19,05/10/2000,N/A,Taiwan,182.00cm,182.00cm,Mandarin
61,CHAO Jen Wei,https://bwfbadminton.com/player/88364/chao-jen-wei,-,-,19,05/10/2000,N/A,Taiwan,182.00cm,182.00cm,Mandarin
62,CHEN Kuan-Hsien,https://bwfbadminton.com/player/81133/chen-kuan-hsien,-,-,21,25/10/1998,N/A,Taiwan,182.00cm,182.00cm,Mandarin
63,CHEN Jou-Tzu,https://bwfbadminton.com/player/72883/chen-jou-tzu,581,-,18,07/01/2002,N/A,Taiwan,182.00cm,182.00cm,Mandarin
64,CHEN Po-Jen,https://bwfbadminton.com/player/88482/chen-po-jen,-,-,23,01/06/1997,N/A,Taiwan,182.00cm,182.00cm,Mandarin
65,CHEN Po Chen,https://bwfbadminton.com/player/72932/chen-po-chen,-,-,21,25/10/1998,N/A,Taiwan,182.00cm,182.00cm,Mandarin
66,CHEN Hua Wei,https://bwfbadminton.com/player/58652/chen-hua-wei,-,-,40,07/09/1979,N/A,Taiwan,182.00cm,182.00cm,Mandarin
67,CHEN Lung,https://bwfbadminton.com/player/70334/chen-lung,-,-,20,11/06/2000,N/A,Taiwan,182.00cm,182.00cm,Mandarin
68,CHEN Hsiang Ting,https://bwfbadminton.com/player/81360/chen-hsiang-ting,-,-,24,09/06/1996,N/A,Taiwan,182.00cm,182.00cm,Mandarin
69,CHEN Pei-En,https://bwfbadminton.com/player/72943/chen-pei-en,-,-,20,24/04/2000,N/A,Taiwan,182.00cm,182.00cm,Mandarin
70,CHEN YU-SYUAN,https://bwfbadminton.com/player/64942/chen-yu-syuan,-,-,16,14/04/2004,N/A,Taiwan,182.00cm,182.00cm,Mandarin
71,CHEN Hui Heng,https://bwfbadminton.com/player/83608/chen-hui-heng,-,-,19,07/01/2001,N/A,Taiwan,182.00cm,182.00cm,Mandarin
72,CHEN Ching Che,https://bwfbadminton.com/player/98789/chen-ching-che,-,-,18,19/10/2001,N/A,Taiwan,182.00cm,182.00cm,Mandarin
73,CHEN Li,https://bwfbadminton.com/player/66804/chen-li,-,-,20,10/04/2000,N/A,Taiwan,182.00cm,182.00cm,Mandarin
74,CHEN Hsiao Huan,https://bwfbadminton.com/player/51518/chen-hsiao-huan,-,-,33,12/03/1987,Right Handed,Kaohsiung,157.00cm,157.00cm,Chinese
75,CHEN Yen-Hua,https://bwfbadminton.com/player/63632/chen-yen-hua,-,-,16,22/05/2004,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
76,CHEN Yen Hua,https://bwfbadminton.com/player/68980/chen-yen-hua,-,-,27,23/01/1993,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
77,CHEN Xiao Fen,https://bwfbadminton.com/player/87332/chen-xiao-fen,-,-,22,12/12/1997,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
78,CHEN Jun-Da,https://bwfbadminton.com/player/88801/chen-jun-da,-,-,18,05/03/2002,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
79,CHEN Yu-Ting,https://bwfbadminton.com/player/56843/chen-yu-ting,-,-,16,05/09/2003,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
80,CHEN Yue Hung,https://bwfbadminton.com/player/90495/chen-yue-hung,-,-,23,02/09/1997,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
81,Wen-Hui CHEN,https://bwfbadminton.com/player/87341/wen-hui-chen,-,-,22,25/09/1997,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
82,CHEN Chien He,https://bwfbadminton.com/player/86001/chen-chien-he,-,-,23,21/03/1997,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
83,CHEN Ching Wei,https://bwfbadminton.com/player/81931/chen-ching-wei,-,-,20,07/10/1999,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
84,CHEN Zih-Jie,https://bwfbadminton.com/player/95495/chen-zih-jie,-,-,16,27/02/2004,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
85,Yu Jen CHEN,https://bwfbadminton.com/player/81998/yu-jen-chen,-,-,24,18/04/1996,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
86,CHEN Ting Wei,https://bwfbadminton.com/player/91399/chen-ting-wei,-,-,15,24/04/2005,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
87,CHEN Hsiou-Che,https://bwfbadminton.com/player/93057/chen-hsiou-che,-,-,19,01/12/2000,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
88,CHEN Xin-Yuan,https://bwfbadminton.com/player/56983/chen-xin-yuan,-,-,22,20/05/1998,N/A,Kaohsiung,157.00cm,157.00cm,Chinese
89,CHEN Chun-Wei,https://bwfbadminton.com/player/91461/chen-chun-wei,-,-,23,24/04/1997,Left Handed,Taiwan,180.00cm,180.00cm,Mandarin
90,CHEN Yi Hsuan,https://bwfbadminton.com/player/59402/chen-yi-hsuan,-,-,19,01/11/2000,N/A,Taiwan,180.00cm,180.00cm,Mandarin
91,CHEN Chun Hao,https://bwfbadminton.com/player/70999/chen-chun-hao,-,-,15,14/01/2005,N/A,Taiwan,180.00cm,180.00cm,Mandarin
92,CHEN Ting-Yu,https://bwfbadminton.com/player/99377/chen-ting-yu,-,-,19,30/10/2000,N/A,Taiwan,180.00cm,180.00cm,Mandarin
93,CHEN Shiau Cheng,https://bwfbadminton.com/player/86137/chen-shiau-cheng,205,-,20,14/02/2000,N/A,Taiwan,180.00cm,180.00cm,Mandarin
94,Yu-Tzu CHEN,https://bwfbadminton.com/player/63887/yu-tzu-chen,-,-,20,20/06/2000,N/A,Taiwan,180.00cm,180.00cm,Mandarin
95,CHEN I-Hung,https://bwfbadminton.com/player/82224/chen-i-hung,-,-,16,08/11/2003,N/A,Taiwan,180.00cm,180.00cm,Mandarin
96,CHEN Po Wei,https://bwfbadminton.com/player/78332/chen-po-wei,-,-,16,12/06/2004,N/A,Taiwan,180.00cm,180.00cm,Mandarin
97,CHEN You Yu,https://bwfbadminton.com/player/65456/chen-you-yu,-,-,23,22/03/1997,N/A,Taiwan,180.00cm,180.00cm,Mandarin
98,CHEN Cheng Yu,https://bwfbadminton.com/player/53351/chen-cheng-yu,-,-,15,26/10/2004,N/A,Taiwan,180.00cm,180.00cm,Mandarin
99,CHEN Cheng-Chi,https://bwfbadminton.com/player/93500/chen-cheng-chi,-,-,19,30/01/2001,N/A,Taiwan,180.00cm,180.00cm,Mandarin
100,CHEN Hung Yu,https://bwfbadminton.com/player/89076/chen-hung-yu,-,-,-,N/A,N/A,Taiwan,180.00cm,180.00cm,Mandarin
101,Yong Wei CHEN,https://bwfbadminton.com/player/61352/yong-wei-chen,-,-,23,21/09/1996,N/A,Taiwan,180.00cm,180.00cm,Mandarin
102,CHEN Chi Ting,https://bwfbadminton.com/player/76994/chen-chi-ting,154,-,21,01/09/1999,N/A,Taiwan,180.00cm,180.00cm,Mandarin
103,CHEN Hong-Yu,https://bwfbadminton.com/player/69273/chen-hong-yu,-,-,16,19/11/2003,N/A,Taiwan,180.00cm,180.00cm,Mandarin
104,Bor Ruey CHEN,https://bwfbadminton.com/player/65541/bor-ruey-chen,-,-,23,07/11/1996,N/A,Taiwan,180.00cm,180.00cm,Mandarin
105,CHEN Hung Ling,https://bwfbadminton.com/player/53613/chen-hung-ling,-,-,34,10/02/1986,Right Handed,Taipei,177.00cm,177.00cm,Chinese and English
106,CHEN Yu-Wei,https://bwfbadminton.com/player/61544/chen-yu-wei,-,-,15,12/12/2004,N/A,Taipei,177.00cm,177.00cm,Chinese and English
107,CHEN Peng-Yuan,https://bwfbadminton.com/player/63976/chen-peng-yuan,-,-,17,24/09/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
108,CHEN Yu-Che,https://bwfbadminton.com/player/82368/chen-yu-che,-,-,16,26/11/2003,N/A,Taipei,177.00cm,177.00cm,Chinese and English
109,CHEN You-Chi,https://bwfbadminton.com/player/74003/chen-you-chi,-,-,20,01/10/1999,N/A,Taipei,177.00cm,177.00cm,Chinese and English
110,CHEN Chung  Jen,https://bwfbadminton.com/player/99482/chen-chung-jen,-,-,-,N/A,N/A,Taipei,177.00cm,177.00cm,Chinese and English
111,Pai-Jou CHEN,https://bwfbadminton.com/player/74035/pai-jou-chen,-,-,27,07/01/1993,N/A,Taipei,177.00cm,177.00cm,Chinese and English
112,Wan Ting CHEN,https://bwfbadminton.com/player/84547/wan-ting-chen,-,-,22,11/12/1997,N/A,Taipei,177.00cm,177.00cm,Chinese and English
113,CHEN Su Yu,https://bwfbadminton.com/player/71673/chen-su-yu,-,-,22,19/12/1997,N/A,Taipei,177.00cm,177.00cm,Chinese and English
114,CHEN Shih Ying,https://bwfbadminton.com/player/54128/chen-shih-ying,-,-,-,N/A,N/A,Taipei,177.00cm,177.00cm,Chinese and English
115,CHEN Li Hsun,https://bwfbadminton.com/player/94006/chen-li-hsun,-,-,14,03/10/2005,N/A,Taipei,177.00cm,177.00cm,Chinese and English
116,CHEN Sheng Fa,https://bwfbadminton.com/player/96097/chen-sheng-fa,-,839,17,17/09/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
117,CHEN Yu An,https://bwfbadminton.com/player/82461/chen-yu-an,-,-,15,13/04/2005,N/A,Taipei,177.00cm,177.00cm,Chinese and English
118,CHEN Min Hsin,https://bwfbadminton.com/player/74131/chen-min-hsin,-,-,22,27/03/1998,N/A,Taipei,177.00cm,177.00cm,Chinese and English
119,Chun Cheng CHEN,https://bwfbadminton.com/player/69897/chun-cheng-chen,-,-,23,07/07/1997,N/A,Taipei,177.00cm,177.00cm,Chinese and English
120,CHEN Po-Cheng,https://bwfbadminton.com/player/87927/chen-po-cheng,-,-,13,22/04/2007,N/A,Taipei,177.00cm,177.00cm,Chinese and English
121,CHEN Chien Kuang,https://bwfbadminton.com/player/68240/chen-chien-kuang,-,-,38,30/12/1981,N/A,Taipei,177.00cm,177.00cm,Chinese and English
122,Szu Yu CHEN,https://bwfbadminton.com/player/77359/szu-yu-chen,-,-,25,11/09/1994,N/A,Taipei,177.00cm,177.00cm,Chinese and English
123,Pei Yu CHEN,https://bwfbadminton.com/player/91942/pei-yu-chen,-,-,22,05/09/1997,N/A,Taipei,177.00cm,177.00cm,Chinese and English
124,CHEN Yu Jun,https://bwfbadminton.com/player/74356/chen-yu-jun,-,-,20,17/05/2000,N/A,Taipei,177.00cm,177.00cm,Chinese and English
125,CHEN Hui-Heng,https://bwfbadminton.com/player/55576/chen-hui-heng,-,-,19,07/01/2001,N/A,Taipei,177.00cm,177.00cm,Chinese and English
126,CHEN Yi Chung,https://bwfbadminton.com/player/75777/chen-yi-chung,-,-,20,31/07/2000,N/A,Taipei,177.00cm,177.00cm,Chinese and English
127,CHEN Jing Kuan,https://bwfbadminton.com/player/68449/chen-jing-kuan,-,-,21,19/10/1998,N/A,Taipei,177.00cm,177.00cm,Chinese and English
128,Yu Ta CHEN,https://bwfbadminton.com/player/74369/yu-ta-chen,-,-,23,30/12/1996,N/A,Taipei,177.00cm,177.00cm,Chinese and English
129,CHEN Yen Ju,https://bwfbadminton.com/player/55697/chen-yen-ju,-,-,14,18/11/2005,N/A,Taipei,177.00cm,177.00cm,Chinese and English
130,CHEN Zhi  Ray,https://bwfbadminton.com/player/75829/chen-zhi-ray,-,-,18,14/08/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
131,CHEN Yu-Chen,https://bwfbadminton.com/player/60242/chen-yu-chen,-,-,18,10/05/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
132,CHEN Pei-Yuan,https://bwfbadminton.com/player/70039/chen-pei-yuan,-,-,17,26/12/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
133,CHEN Cheng Kuan,https://bwfbadminton.com/player/64394/chen-cheng-kuan,-,839,16,15/10/2003,N/A,Taipei,177.00cm,177.00cm,Chinese and English
134,CHEN Yen-Ying,https://bwfbadminton.com/player/88186/chen-yen-ying,-,-,17,13/09/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
135,CHEN Ze Ru,https://bwfbadminton.com/player/78767/chen-ze-ru,-,-,18,11/02/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
136,CHEN Yu Cheng,https://bwfbadminton.com/player/74534/chen-yu-cheng,-,-,13,29/03/2007,N/A,Taipei,177.00cm,177.00cm,Chinese and English
137,Li-Yu CHEN,https://bwfbadminton.com/player/55857/li-yu-chen,-,-,20,16/06/2000,N/A,Taipei,177.00cm,177.00cm,Chinese and English
138,CHEN ZHI YI,https://bwfbadminton.com/player/62618/chen-zhi-yi,-,-,16,18/08/2004,N/A,Taipei,177.00cm,177.00cm,Chinese and English
139,CHEN Yi-Chun,https://bwfbadminton.com/player/50212/chen-yi-chun,-,-,20,30/03/2000,N/A,Taipei,177.00cm,177.00cm,Chinese and English
140,CHEN Guan Xiang,https://bwfbadminton.com/player/64627/chen-guan-xiang,-,-,19,15/09/2000,N/A,Taipei,177.00cm,177.00cm,Chinese and English
141,CHEN Yen Chun,https://bwfbadminton.com/player/85603/chen-yen-chun,-,-,21,18/10/1998,N/A,Taipei,177.00cm,177.00cm,Chinese and English
142,CHEN Fang Chu,https://bwfbadminton.com/player/82980/chen-fang-chu,-,-,18,10/09/2001,N/A,Taipei,177.00cm,177.00cm,Chinese and English
143,Jia-Yan CHENG,https://bwfbadminton.com/player/74939/jia-yan-cheng,-,-,69,16/06/1951,N/A,Taipei,177.00cm,177.00cm,Chinese and English
144,CHENG Ju Mei,https://bwfbadminton.com/player/64958/cheng-ju-mei,-,-,17,13/10/2002,N/A,Taipei,177.00cm,177.00cm,Chinese and English
145,CHENG Wen Hsing,https://bwfbadminton.com/player/10947/cheng-wen-hsing,-,-,38,24/02/1982,Right Handed,166.00cm,177.00cm,177.00cm,Chinese and English
146,CHENG Yu Chen,https://bwfbadminton.com/player/59196/cheng-yu-chen,-,-,16,12/11/2003,N/A,166.00cm,177.00cm,177.00cm,Chinese and English
147,CHENG Shao Chieh,https://bwfbadminton.com/player/14864/cheng-shao-chieh,-,-,34,04/01/1986,Right Handed,"Taipei, Taiwan",158.00cm,158.00cm,Chinese
148,CHENG Yu Chieh,https://bwfbadminton.com/player/97282/cheng-yu-chieh,-,-,25,16/01/1995,Right Handed,Taipei Taiwan,170.00cm,170.00cm,Mandarin
149,CHENG Kai Wen,https://bwfbadminton.com/player/97376/cheng-kai-wen,-,-,19,11/04/2001,N/A,Taipei Taiwan,170.00cm,170.00cm,Mandarin
150,CHENG Ming-Yi,https://bwfbadminton.com/player/78488/cheng-ming-yi,-,-,15,20/01/2005,N/A,Taipei Taiwan,170.00cm,170.00cm,Mandarin
151,CHENG Yu-Pei,https://bwfbadminton.com/player/67789/cheng-yu-pei,205,-,20,29/02/2000,N/A,,170.00cm,170.00cm,Mandarin
152,CHENG Po Wei,https://bwfbadminton.com/player/57555/cheng-po-wei,-,-,40,01/01/1980,N/A,,170.00cm,170.00cm,Mandarin
153,Tsu-Tung CHENG,https://bwfbadminton.com/player/86343/tsu-tung-cheng,-,-,20,07/12/1999,N/A,,170.00cm,170.00cm,Mandarin
154,CHENG Kai,https://bwfbadminton.com/player/64306/cheng-kai,-,-,15,28/09/2004,N/A,,170.00cm,170.00cm,Mandarin
155,CHENG Ho Chen,https://bwfbadminton.com/player/85524/cheng-ho-chen,-,-,51,25/02/1969,N/A,,170.00cm,170.00cm,Mandarin
156,CHENG Ju-Mei,https://bwfbadminton.com/player/76374/cheng-ju-mei,-,-,17,13/10/2002,N/A,,170.00cm,170.00cm,Mandarin
157,CHENG Chi Ya,https://bwfbadminton.com/player/92339/cheng-chi-ya,-,-,27,26/12/1992,Right Handed,Yunlin,165.00cm,165.00cm,Chinese
158,CHI Cheng-Yu,https://bwfbadminton.com/player/90236/chi-cheng-yu,-,-,17,21/11/2002,N/A,Yunlin,165.00cm,165.00cm,Chinese
159,CHI Yu Jen,https://bwfbadminton.com/player/77848/chi-yu-jen,-,-,23,25/06/1997,N/A,Yunlin,165.00cm,165.00cm,Chinese
160,CHI Yi,https://bwfbadminton.com/player/69089/chi-yi,-,-,16,12/01/2004,N/A,Yunlin,165.00cm,165.00cm,Chinese
161,CHI Hung Ming,https://bwfbadminton.com/player/21740/chi-hung-ming,-,-,-,N/A,N/A,Yunlin,165.00cm,165.00cm,Chinese
162,CHIANG Yi-Hsuan,https://bwfbadminton.com/player/76443/chiang-yi-hsuan,-,-,19,14/05/2001,N/A,Yunlin,165.00cm,165.00cm,Chinese
163,CHIANG Meng Yun,https://bwfbadminton.com/player/50891/chiang-meng-yun,-,-,17,16/11/2002,N/A,Yunlin,165.00cm,165.00cm,Chinese
164,CHIANG Kuan-Lin,https://bwfbadminton.com/player/72598/chiang-kuan-lin,-,-,23,19/08/1997,N/A,Yunlin,165.00cm,165.00cm,Chinese
165,CHIANG Chien-Wei,https://bwfbadminton.com/player/95341/chiang-chien-wei,-,-,19,12/05/2001,N/A,Yunlin,165.00cm,165.00cm,Chinese
166,CHIANG Tzu Chieh,https://bwfbadminton.com/player/87598/chiang-tzu-chieh,-,-,13,27/09/2006,N/A,Yunlin,165.00cm,165.00cm,Chinese
167,Ya-En CHIANG,https://bwfbadminton.com/player/84778/ya-en-chiang,-,-,24,20/09/1995,N/A,Yunlin,165.00cm,165.00cm,Chinese
168,CHIANG Pei Hsin,https://bwfbadminton.com/player/54195/chiang-pei-hsin,-,-,-,N/A,N/A,Yunlin,165.00cm,165.00cm,Chinese
169,CHIANG Ying Li,https://bwfbadminton.com/player/27588/chiang-ying-li,70,46,27,08/10/1992,Right Handed,Taipei,Chinese,Chinese,Chinese
170,CHIANG Kai Hsin,https://bwfbadminton.com/player/84929/chiang-kai-hsin,130,-,30,01/01/1990,Left Handed,Taipei  Taiwan,167.00cm,167.00cm,Mandarin
171,Ya Ting CHIANG,https://bwfbadminton.com/player/99938/ya-ting-chiang,-,-,23,18/08/1997,N/A,Taipei  Taiwan,167.00cm,167.00cm,Mandarin
172,Yu-Wei CHIANG,https://bwfbadminton.com/player/60307/yu-wei-chiang,-,-,25,11/05/1995,N/A,Taipei  Taiwan,167.00cm,167.00cm,Mandarin
173,CHIEN Tsai-Lin,https://bwfbadminton.com/player/79466/chien-tsai-lin,-,-,17,07/09/2002,N/A,Taipei  Taiwan,167.00cm,167.00cm,Mandarin
174,CHIEN Yu Chin,https://bwfbadminton.com/player/9846/chien-yu-chin,-,-,37,24/10/1982,Right Handed,174.00cm,167.00cm,167.00cm,Mandarin
175,CHIEN Szu-Jung,https://bwfbadminton.com/player/82064/chien-szu-jung,-,-,21,12/08/1999,N/A,174.00cm,167.00cm,167.00cm,Mandarin
